Epoch #1: episode_reward: 17112.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.692 ± 0.000,                               episode_1_off_accuracy: 0.713 ± 0.000
Epoch #881: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.499 ± 0.000
Epoch #882: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.159 ± 0.000,                               episode_1_off_accuracy: 0.499 ± 0.000
Epoch #883: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.150 ± 0.000,                               episode_1_off_accuracy: 0.468 ± 0.000
Epoch #884: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.152 ± 0.000,                               episode_1_off_accuracy: 0.474 ± 0.000
Epoch #885: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.479 ± 0.000
Epoch #886: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.138 ± 0.000,                               episode_1_off_accuracy: 0.451 ± 0.000
Epoch #887: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.138 ± 0.000,                               episode_1_off_accuracy: 0.480 ± 0.000
Epoch #888: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #889: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.170 ± 0.000,                               episode_1_off_accuracy: 0.504 ± 0.000
Epoch #890: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.149 ± 0.000,                               episode_1_off_accuracy: 0.492 ± 0.000
Epoch #891: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.164 ± 0.000,                               episode_1_off_accuracy: 0.471 ± 0.000
Epoch #892: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.123 ± 0.000,                               episode_1_off_accuracy: 0.427 ± 0.000
Epoch #893: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.167 ± 0.000,                               episode_1_off_accuracy: 0.486 ± 0.000
Epoch #894: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.157 ± 0.000,                               episode_1_off_accuracy: 0.476 ± 0.000
Epoch #895: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.178 ± 0.000,                               episode_1_off_accuracy: 0.502 ± 0.000
Epoch #896: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.519 ± 0.000
Epoch #897: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.162 ± 0.000,                               episode_1_off_accuracy: 0.510 ± 0.000
Epoch #898: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.511 ± 0.000
Epoch #899: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.174 ± 0.000,                               episode_1_off_accuracy: 0.491 ± 0.000
Epoch #900: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.184 ± 0.000,                               episode_1_off_accuracy: 0.492 ± 0.000
Epoch #901: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.160 ± 0.000,                               episode_1_off_accuracy: 0.505 ± 0.000
Epoch #902: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.516 ± 0.000
Epoch #903: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.143 ± 0.000,                               episode_1_off_accuracy: 0.473 ± 0.000
Epoch #904: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.173 ± 0.000,                               episode_1_off_accuracy: 0.528 ± 0.000
Epoch #905: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.163 ± 0.000,                               episode_1_off_accuracy: 0.517 ± 0.000
Epoch #906: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.192 ± 0.000,                               episode_1_off_accuracy: 0.537 ± 0.000
Epoch #907: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.520 ± 0.000
Epoch #908: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.166 ± 0.000,                               episode_1_off_accuracy: 0.506 ± 0.000
Epoch #909: episode_reward: 17154.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.149 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #910: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.142 ± 0.000,                               episode_1_off_accuracy: 0.455 ± 0.000
Epoch #911: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.196 ± 0.000,                               episode_1_off_accuracy: 0.520 ± 0.000
Epoch #912: episode_reward: 17140.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.499 ± 0.000
Epoch #913: episode_reward: 17133.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.155 ± 0.000,                               episode_1_off_accuracy: 0.466 ± 0.000
Epoch #914: episode_reward: 17126.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.180 ± 0.000,                               episode_1_off_accuracy: 0.501 ± 0.000
Epoch #915: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.158 ± 0.000,                               episode_1_off_accuracy: 0.500 ± 0.000
Epoch #916: episode_reward: 17147.000 ± 0.000,                               episode_length: 1000.000 ± 0.000,                               episode_accuracy: 0.198 ± 0.000,                               episode_1_off_accuracy: 0.518 ± 0.000
